   Chi^2    ('R1'  'R2'  'R3'  'Theta2'  'Theta3'  'Phi'  'q1'  'q2'  'q3')
   402.925    1.65  1.6   1.4  85.   85.   65.    0.5   0.35  0.15
   403.022    1.6   1.5   1.5  80.   85.   60.    0.5   0.2   0.15
   403.067    1.65  1.5   1.6  80.   80.   65.    0.5   0.2   0.35
   403.075    1.6   1.6   1.4  75.   80.   60.    0.5   0.25  0.2 
   403.100    1.7   1.6   1.4  85.   85.   60.    0.5   0.15  0.2 
   403.118    1.6   1.5   1.6  80.   85.   60.    0.5   0.15  0.3 
   403.140    1.6   1.6   1.5  80.   85.   60.    0.5   0.3   0.15
   403.149    1.7   1.4   1.4  85.   75.   55.    0.5   0.15  0.15
   403.158    1.6   1.5   1.6  80.   75.   60.    0.5   0.3   0.35
   403.241    1.6  1.4  1.4 80.  85.  60.   0.5  0.3  0.2
   403.244    1.7   1.5   1.6  80.   85.   60.    0.5   0.35  0.2 
   403.371    1.6   1.5   1.6  75.   75.   65.    0.5   0.25  0.35
   403.409    1.7   1.4   1.4  85.   85.   65.    0.5   0.2   0.15
   403.443    1.65  1.5   1.5  75.   75.   60.    0.5   0.3   0.3 
   403.457    1.6   1.4   1.6  75.   75.   65.    0.5   0.25  0.25
   403.480    1.6   1.6   1.5  80.   80.   65.    0.5   0.35  0.15
   403.536    1.7   1.6   1.4  75.   75.   65.    0.5   0.35  0.3 
   403.773    1.7   1.4   1.6  75.   75.   65.    0.5   0.25  0.25
   403.900    1.65  1.6   1.4  85.   85.   55.    0.5   0.25  0.2 
   403.944    1.6   1.6   1.4  85.   85.   65.    0.5   0.25  0.35
   404.005    1.65  1.6   1.6  85.   85.   60.    0.5   0.15  0.3 
   404.048    1.7   1.4   1.5  80.   75.   55.    0.5   0.35  0.2 
   404.094    1.6   1.4   1.6  85.   80.   65.    0.5   0.15  0.2 
   404.272    1.6   1.5   1.6  75.   75.   60.    0.5   0.15  0.25
   404.289    1.6  1.5  1.5 75.  80.  60.   0.5  0.3  0.2
   404.296    1.7   1.5   1.5  85.   80.   65.    0.5   0.2   0.25
   404.350    1.6  1.4  1.5 85.  85.  60.   0.5  0.3  0.3
   404.476    1.6   1.6   1.6  85.   85.   65.    0.5   0.35  0.25
   404.513    1.65  1.6   1.6  80.   85.   60.    0.5   0.2   0.3 
   404.778    1.65  1.4   1.4  85.   80.   60.    0.5   0.3   0.35
   404.786    1.6  1.4  1.5 75.  80.  65.   0.5  0.3  0.2
   404.796    1.65  1.5   1.6  80.   80.   55.    0.5   0.3   0.25
   404.845    1.6   1.4   1.4  80.   85.   65.    0.5   0.35  0.3 
   404.913    1.6   1.6   1.4  80.   80.   65.    0.5   0.3   0.25
   405.021    1.65  1.4   1.6  75.   80.   60.    0.5   0.15  0.2 
   405.086    1.65  1.5   1.4  80.   80.   65.    0.5   0.3   0.25
   405.133    1.7   1.6   1.4  85.   85.   65.    0.5   0.15  0.2 
   405.310    1.7   1.4   1.6  75.   80.   65.    0.5   0.25  0.15
   405.490    1.65  1.4   1.6  80.   85.   65.    0.5   0.25  0.2 
   405.699    1.65  1.4   1.4  85.   85.   65.    0.5   0.15  0.25
   405.702    1.7  1.5  1.6 80.  75.  60.   0.5  0.2  0.3
   405.809    1.6  1.5  1.4 80.  85.  65.   0.5  0.3  0.2
   405.828    1.65  1.5   1.6  75.   85.   65.    0.5   0.2   0.3 
   405.882    1.7   1.4   1.4  85.   85.   60.    0.5   0.25  0.35
   405.896    1.7  1.4  1.6 85.  85.  60.   0.5  0.3  0.3
   405.949    1.6   1.5   1.4  80.   85.   60.    0.5   0.2   0.15
   406.102    1.6   1.5   1.6  85.   75.   55.    0.5   0.3   0.25
   406.134    1.6   1.4   1.5  85.   85.   55.    0.5   0.35  0.25
   406.139    1.65  1.4   1.6  80.   85.   55.    0.5   0.3   0.2 
   406.178    1.6   1.4   1.6  85.   80.   55.    0.5   0.15  0.25
   406.187    1.65  1.4   1.6  80.   85.   55.    0.5   0.25  0.15
   406.229    1.7   1.5   1.4  85.   75.   60.    0.5   0.35  0.2 
   406.254    1.7   1.4   1.6  75.   75.   60.    0.5   0.3   0.25
   406.348    1.65  1.5   1.4  80.   75.   55.    0.5   0.15  0.15
   406.398    1.6  1.6  1.5 80.  85.  60.   0.5  0.2  0.2
   406.466    1.65  1.5   1.6  80.   85.   60.    0.5   0.25  0.3 
   406.505    1.6   1.6   1.5  75.   80.   60.    0.5   0.35  0.2 
   406.512    1.6   1.6   1.6  80.   75.   55.    0.5   0.25  0.3 
   406.792    1.6   1.6   1.6  75.   75.   65.    0.5   0.25  0.3 
   406.851    1.7   1.6   1.5  85.   75.   65.    0.5   0.3   0.15
   406.867    1.65  1.5   1.4  75.   80.   60.    0.5   0.3   0.2 
   406.881    1.6   1.5   1.6  75.   80.   60.    0.5   0.3   0.25
   406.885    1.6   1.4   1.6  75.   80.   60.    0.5   0.3   0.35
   406.897    1.6  1.6  1.5 80.  75.  65.   0.5  0.3  0.2
   406.923    1.6   1.4   1.6  75.   75.   60.    0.5   0.35  0.3 
   407.042    1.6   1.6   1.4  80.   80.   65.    0.5   0.35  0.15
   407.176    1.65  1.5   1.4  80.   80.   55.    0.5   0.2   0.2 
   407.250    1.7   1.5   1.4  85.   75.   60.    0.5   0.25  0.25
   407.291    1.7   1.6   1.6  80.   80.   65.    0.5   0.15  0.25
   407.436    1.65  1.6   1.5  75.   85.   65.    0.5   0.2   0.25
   407.452    1.65  1.4   1.6  75.   75.   65.    0.5   0.15  0.3 
   407.468    1.6   1.4   1.5  85.   80.   55.    0.5   0.15  0.2 
   407.476    1.6   1.4   1.6  85.   85.   60.    0.5   0.15  0.35
   407.508    1.65  1.6   1.6  75.   85.   65.    0.5   0.2   0.3 
   407.514    1.65  1.5   1.5  85.   80.   60.    0.5   0.25  0.25
   407.562    1.65  1.6   1.6  85.   75.   60.    0.5   0.25  0.15
   407.623    1.65  1.4   1.5  75.   85.   65.    0.5   0.35  0.3 
   407.680    1.6   1.5   1.4  75.   80.   60.    0.5   0.3   0.15
   407.856    1.6   1.5   1.4  85.   85.   65.    0.5   0.35  0.3 
   407.873    1.7   1.5   1.5  75.   75.   55.    0.5   0.2   0.35
   407.899    1.6   1.6   1.6  80.   85.   60.    0.5   0.35  0.15
   407.912    1.6   1.6   1.6  75.   80.   60.    0.5   0.35  0.25
   407.949    1.7   1.4   1.6  80.   85.   55.    0.5   0.3   0.15
   407.967    1.7   1.5   1.6  80.   85.   55.    0.5   0.35  0.15
   407.970    1.65  1.6   1.6  75.   85.   65.    0.5   0.2   0.25
   408.023    1.7   1.6   1.6  75.   75.   60.    0.5   0.35  0.35
   408.171    1.6   1.4   1.5  80.   80.   65.    0.5   0.15  0.25
   408.279    1.6   1.6   1.6  80.   85.   60.    0.5   0.25  0.25
   408.287    1.6   1.6   1.5  85.   85.   60.    0.5   0.25  0.3 
   408.398    1.6   1.4   1.5  85.   80.   60.    0.5   0.15  0.15
   408.436    1.6  1.5  1.6 80.  80.  55.   0.5  0.3  0.2
   408.459    1.65  1.5   1.4  75.   75.   55.    0.5   0.2   0.15
   408.715    1.7   1.6   1.5  80.   75.   65.    0.5   0.35  0.2 
   408.732    1.6   1.4   1.6  80.   75.   55.    0.5   0.25  0.15
   408.757    1.6   1.5   1.6  80.   85.   60.    0.5   0.25  0.2 
   408.763    1.7  1.4  1.5 85.  75.  60.   0.5  0.2  0.3
   408.823    1.6   1.5   1.5  85.   80.   60.    0.5   0.3   0.25
   408.949    1.65  1.5   1.5  80.   80.   55.    0.5   0.3   0.2 
   408.964    1.6   1.5   1.4  80.   75.   60.    0.5   0.25  0.25
   409.024    1.65  1.5   1.4  75.   75.   65.    0.5   0.35  0.2 
   409.027    1.65  1.5   1.5  80.   80.   65.    0.5   0.2   0.3 
   409.046    1.7   1.5   1.5  85.   75.   65.    0.5   0.2   0.15
   409.060    1.6   1.6   1.4  85.   85.   65.    0.5   0.3   0.35
   409.157    1.65  1.5   1.4  85.   80.   55.    0.5   0.3   0.25
   409.175    1.6  1.5  1.5 80.  85.  65.   0.5  0.3  0.2
   409.200    1.7   1.5   1.5  75.   75.   65.    0.5   0.3   0.35
   409.217    1.65  1.4   1.6  85.   80.   60.    0.5   0.25  0.3 
   409.246    1.65  1.5   1.5  85.   80.   55.    0.5   0.25  0.3 
   409.251    1.7   1.4   1.5  85.   80.   55.    0.5   0.35  0.2 
   409.261    1.6   1.6   1.5  80.   85.   65.    0.5   0.15  0.3 
   409.320    1.6   1.6   1.5  80.   80.   65.    0.5   0.35  0.35
   409.354    1.6   1.5   1.5  80.   85.   60.    0.5   0.3   0.25
   409.445    1.6   1.5   1.5  75.   85.   65.    0.5   0.25  0.25
   409.585    1.6   1.4   1.4  85.   85.   60.    0.5   0.3   0.25
   409.607    1.6  1.6  1.5 80.  85.  60.   0.5  0.3  0.3
   409.633    1.65  1.6   1.6  85.   75.   65.    0.5   0.2   0.15
   409.697    1.7   1.4   1.6  85.   80.   55.    0.5   0.25  0.35
   409.719    1.65  1.6   1.5  85.   80.   60.    0.5   0.35  0.35
   409.737    1.65  1.5   1.6  80.   85.   65.    0.5   0.3   0.2 
   409.821    1.6  1.4  1.6 80.  75.  55.   0.5  0.3  0.3
   409.926    1.6  1.4  1.4 80.  75.  60.   0.5  0.3  0.2
   410.018    1.6   1.6   1.6  75.   85.   65.    0.5   0.15  0.35
   410.034    1.6   1.6   1.6  85.   75.   55.    0.5   0.35  0.25
   410.041    1.6   1.4   1.4  85.   85.   65.    0.5   0.15  0.3 
   410.146    1.7   1.5   1.5  80.   80.   65.    0.5   0.35  0.3 
   410.154    1.6   1.6   1.5  75.   80.   55.    0.5   0.15  0.25
   410.218    1.65  1.4   1.5  85.   85.   60.    0.5   0.25  0.15
   410.220    1.7   1.4   1.5  80.   85.   65.    0.5   0.3   0.25
   410.250    1.6  1.5  1.5 75.  80.  60.   0.5  0.2  0.3
   410.407    1.6   1.6   1.6  85.   85.   55.    0.5   0.25  0.3 
   410.441    1.6   1.6   1.4  85.   80.   65.    0.5   0.25  0.15
   410.549    1.6   1.5   1.6  80.   75.   60.    0.5   0.35  0.25
   410.715    1.6  1.4  1.5 80.  85.  60.   0.5  0.3  0.2
   410.724    1.65  1.4   1.5  85.   75.   55.    0.5   0.35  0.25
   410.730    1.7   1.6   1.4  75.   75.   65.    0.5   0.3   0.25
   410.770    1.65  1.5   1.6  85.   80.   65.    0.5   0.15  0.2 
   411.108    1.6   1.5   1.5  80.   75.   60.    0.5   0.15  0.15
   411.300    1.65  1.6   1.5  80.   80.   55.    0.5   0.35  0.25
   411.317    1.6   1.4   1.4  80.   75.   60.    0.5   0.25  0.2 
   411.391    1.6   1.5   1.4  85.   85.   65.    0.5   0.15  0.2 
   411.406    1.65  1.6   1.4  80.   80.   65.    0.5   0.25  0.25
   411.494    1.65  1.4   1.6  85.   80.   55.    0.5   0.3   0.2 
   411.656    1.6   1.5   1.6  80.   85.   65.    0.5   0.35  0.35
   411.851    1.6   1.6   1.6  80.   80.   55.    0.5   0.2   0.15
   412.069    1.65  1.4   1.6  80.   80.   55.    0.5   0.25  0.15
   412.116    1.6   1.4   1.5  75.   80.   60.    0.5   0.25  0.2 
   412.119    1.65  1.5   1.6  85.   75.   60.    0.5   0.2   0.2 
   412.129    1.65  1.4   1.4  85.   85.   60.    0.5   0.2   0.3 
   412.134    1.6  1.5  1.6 80.  80.  65.   0.5  0.3  0.3
   412.171    1.7   1.6   1.5  80.   75.   60.    0.5   0.25  0.25
   412.265    1.7   1.4   1.4  75.   85.   60.    0.5   0.35  0.25
   412.393    1.6   1.4   1.6  80.   85.   60.    0.5   0.25  0.25
   412.439    1.6   1.5   1.6  80.   85.   60.    0.5   0.3   0.25
   412.569    1.7   1.6   1.6  85.   80.   65.    0.5   0.35  0.35
   412.575    1.65  1.6   1.6  80.   80.   55.    0.5   0.15  0.25
   412.641    1.65  1.5   1.4  80.   85.   65.    0.5   0.35  0.2 
   412.684    1.6   1.6   1.4  75.   80.   60.    0.5   0.25  0.35
   412.714    1.7   1.6   1.6  80.   85.   65.    0.5   0.35  0.2 
   412.778    1.65  1.4   1.6  80.   75.   60.    0.5   0.25  0.15
   412.889    1.7   1.5   1.6  80.   85.   55.    0.5   0.3   0.15
   413.053    1.65  1.5   1.5  85.   80.   60.    0.5   0.25  0.3 
   413.144    1.6  1.6  1.6 85.  80.  65.   0.5  0.3  0.2
   413.148    1.6   1.4   1.5  75.   80.   65.    0.5   0.35  0.3 
   413.225    1.6   1.4   1.6  80.   75.   60.    0.5   0.25  0.35
   413.319    1.7   1.4   1.4  85.   85.   55.    0.5   0.15  0.2 
   413.363    1.7   1.4   1.4  85.   80.   65.    0.5   0.15  0.15
   413.469    1.65  1.4   1.4  85.   80.   65.    0.5   0.15  0.15
   413.544    1.6   1.5   1.5  85.   85.   55.    0.5   0.35  0.3 
   413.627    1.6   1.5   1.6  85.   80.   55.    0.5   0.35  0.2 
   413.753    1.65  1.4   1.6  75.   80.   60.    0.5   0.35  0.3 
   413.821    1.7   1.6   1.5  80.   85.   55.    0.5   0.15  0.2 
   413.863    1.65  1.4   1.6  85.   80.   60.    0.5   0.3   0.3 
   413.868    1.7   1.5   1.6  80.   85.   65.    0.5   0.35  0.3 
   413.891    1.6   1.5   1.5  85.   85.   55.    0.5   0.15  0.25
   413.923    1.7   1.6   1.5  80.   80.   65.    0.5   0.35  0.15
   413.996    1.6   1.6   1.4  85.   80.   55.    0.5   0.35  0.25
   414.004    1.6   1.4   1.6  80.   80.   65.    0.5   0.2   0.35
   414.084    1.6   1.6   1.5  80.   85.   60.    0.5   0.25  0.2 
   414.280    1.6   1.4   1.6  75.   80.   60.    0.5   0.25  0.25
   414.285    1.65  1.6   1.4  80.   85.   60.    0.5   0.15  0.25
   414.294    1.6   1.5   1.4  80.   75.   60.    0.5   0.35  0.25
   414.345    1.6   1.6   1.4  80.   85.   60.    0.5   0.3   0.15
   414.352    1.6   1.6   1.6  80.   80.   55.    0.5   0.25  0.15
   414.556    1.7   1.6   1.6  85.   75.   65.    0.5   0.3   0.25
   414.639    1.6  1.5  1.6 85.  80.  65.   0.5  0.2  0.2
   414.764    1.65  1.5   1.5  85.   85.   65.    0.5   0.3   0.25
   414.770    1.7   1.6   1.6  75.   75.   55.    0.5   0.15  0.15
   414.894    1.7   1.4   1.6  80.   80.   55.    0.5   0.25  0.25
   414.914    1.65  1.4   1.5  85.   75.   55.    0.5   0.2   0.2 
   414.929    1.6   1.4   1.6  85.   80.   60.    0.5   0.15  0.2 
   414.998    1.7   1.4   1.6  85.   85.   55.    0.5   0.15  0.3 
   415.028    1.65  1.4   1.6  80.   75.   60.    0.5   0.25  0.2 
   415.143    1.6   1.6   1.6  85.   80.   65.    0.5   0.25  0.25
   415.297    1.6   1.4   1.6  75.   85.   60.    0.5   0.35  0.25
   415.367    1.6   1.5   1.4  85.   85.   60.    0.5   0.35  0.2 
   415.471    1.7   1.4   1.4  75.   75.   65.    0.5   0.2   0.25
   415.537    1.6   1.6   1.5  75.   75.   65.    0.5   0.35  0.3 
   415.555    1.6   1.4   1.6  75.   85.   65.    0.5   0.25  0.15
   415.572    1.6   1.4   1.4  75.   85.   65.    0.5   0.35  0.35
   415.586    1.65  1.4   1.5  80.   75.   60.    0.5   0.3   0.35
   415.624    1.65  1.6   1.6  85.   80.   60.    0.5   0.25  0.3 
   415.653    1.7   1.4   1.5  75.   75.   65.    0.5   0.25  0.25
   415.657    1.65  1.5   1.4  85.   85.   55.    0.5   0.35  0.25
   415.804    1.6   1.4   1.6  80.   85.   60.    0.5   0.15  0.2 
   415.858    1.7   1.4   1.4  80.   85.   60.    0.5   0.2   0.25
   416.071    1.6   1.6   1.5  85.   85.   55.    0.5   0.15  0.2 
   416.138    1.6   1.5   1.6  80.   85.   65.    0.5   0.35  0.25
   416.225    1.65  1.4   1.6  80.   75.   65.    0.5   0.15  0.25
   416.371    1.65  1.6   1.4  80.   80.   55.    0.5   0.25  0.2 
   416.419    1.65  1.6   1.4  80.   80.   60.    0.5   0.15  0.15
   416.444    1.7   1.5   1.5  75.   85.   65.    0.5   0.25  0.3 
   416.643    1.6   1.4   1.5  80.   75.   55.    0.5   0.3   0.35
   416.665    1.65  1.6   1.5  80.   75.   55.    0.5   0.35  0.35
   416.754    1.7   1.6   1.5  80.   75.   60.    0.5   0.15  0.15
   416.811    1.6  1.5  1.4 75.  80.  60.   0.5  0.2  0.2
   416.881    1.65  1.5   1.5  80.   80.   55.    0.5   0.3   0.15
   416.891    1.6   1.5   1.5  85.   80.   60.    0.5   0.25  0.25
   416.913    1.6   1.4   1.5  80.   75.   60.    0.5   0.3   0.25
   416.978    1.7   1.6   1.5  85.   75.   55.    0.5   0.25  0.2 
   416.997    1.7   1.5   1.5  75.   80.   60.    0.5   0.2   0.35
   417.005    1.65  1.4   1.4  75.   80.   60.    0.5   0.3   0.25
   417.039    1.65  1.4   1.6  85.   80.   60.    0.5   0.15  0.25
   417.183    1.6  1.6  1.6 80.  85.  60.   0.5  0.2  0.3
   417.289    1.6  1.5  1.5 85.  80.  60.   0.5  0.3  0.2
   417.396    1.65  1.6   1.6  80.   80.   55.    0.5   0.3   0.15
   417.476    1.65  1.6   1.5  80.   85.   60.    0.5   0.15  0.35
   417.476    1.6   1.4   1.5  85.   85.   65.    0.5   0.25  0.35
   417.555    1.6   1.5   1.5  80.   85.   60.    0.5   0.15  0.2 
   417.870    1.6   1.5   1.4  85.   85.   60.    0.5   0.15  0.2 
   417.944    1.65  1.5   1.6  85.   80.   65.    0.5   0.25  0.2 
   417.987    1.6   1.4   1.6  85.   85.   65.    0.5   0.2   0.25
   418.028    1.6   1.5   1.4  85.   80.   55.    0.5   0.3   0.25
   418.039    1.7   1.6   1.4  80.   80.   60.    0.5   0.25  0.3 
   418.072    1.6   1.6   1.6  85.   80.   60.    0.5   0.25  0.25
   418.085    1.7   1.6   1.5  75.   75.   55.    0.5   0.15  0.2 
   418.132    1.6  1.6  1.6 80.  80.  55.   0.5  0.3  0.2
   418.134    1.6   1.4   1.5  85.   85.   55.    0.5   0.2   0.25
   418.208    1.6   1.4   1.4  80.   75.   55.    0.5   0.35  0.2 
   418.317    1.7   1.4   1.4  80.   80.   55.    0.5   0.2   0.15
   418.320    1.7   1.5   1.5  85.   80.   65.    0.5   0.3   0.25
   418.409    1.6   1.6   1.4  80.   85.   60.    0.5   0.3   0.25
   418.451    1.6   1.4   1.4  75.   80.   60.    0.5   0.25  0.15
   418.477    1.6  1.5  1.6 75.  85.  65.   0.5  0.2  0.2
   418.534    1.6   1.6   1.5  75.   85.   65.    0.5   0.25  0.15
   418.624    1.6   1.5   1.6  80.   85.   60.    0.5   0.2   0.25
   418.703    1.6   1.6   1.4  80.   85.   60.    0.5   0.2   0.15
   418.772    1.6   1.4   1.5  85.   85.   55.    0.5   0.25  0.25
   418.862    1.6   1.5   1.6  85.   80.   60.    0.5   0.25  0.15
   418.890    1.65  1.5   1.5  80.   75.   65.    0.5   0.25  0.2 
   418.957    1.7   1.4   1.6  80.   75.   55.    0.5   0.35  0.25
   418.997    1.65  1.5   1.6  75.   85.   65.    0.5   0.15  0.2 
   419.090    1.65  1.6   1.5  75.   75.   55.    0.5   0.25  0.35
   419.279    1.7  1.4  1.5 80.  80.  55.   0.5  0.2  0.2
   419.290    1.65  1.5   1.4  80.   80.   60.    0.5   0.2   0.25
   419.345    1.6   1.4   1.6  80.   75.   60.    0.5   0.15  0.25
   419.354    1.65  1.6   1.6  75.   80.   60.    0.5   0.3   0.15
   419.396    1.65  1.4   1.5  85.   80.   65.    0.5   0.2   0.35
   419.586    1.6   1.4   1.6  85.   85.   55.    0.5   0.3   0.25
   419.635    1.65  1.5   1.4  85.   80.   60.    0.5   0.25  0.2 
   419.679    1.65  1.5   1.6  80.   75.   65.    0.5   0.25  0.2 
   419.716    1.7   1.5   1.5  85.   80.   65.    0.5   0.25  0.35
   419.739    1.65  1.4   1.6  85.   85.   55.    0.5   0.3   0.2 
   419.773    1.65  1.6   1.4  80.   75.   65.    0.5   0.35  0.15
   419.793    1.65  1.4   1.6  85.   80.   65.    0.5   0.15  0.25
   419.903    1.65  1.4   1.6  85.   85.   60.    0.5   0.35  0.35
   419.929    1.7   1.5   1.6  75.   80.   60.    0.5   0.2   0.35
   419.935    1.6   1.4   1.5  85.   85.   55.    0.5   0.3   0.25
   420.080    1.65  1.5   1.4  80.   75.   65.    0.5   0.25  0.15
   420.339    1.65  1.6   1.6  85.   80.   65.    0.5   0.25  0.25
   420.365    1.65  1.6   1.6  85.   85.   65.    0.5   0.15  0.3 
   420.371    1.7   1.5   1.4  80.   80.   65.    0.5   0.35  0.25
   420.416    1.65  1.6   1.6  85.   85.   55.    0.5   0.35  0.35
   420.455    1.65  1.5   1.5  75.   75.   65.    0.5   0.2   0.25
   420.459    1.6   1.4   1.4  80.   85.   65.    0.5   0.35  0.35
   420.537    1.6   1.4   1.4  85.   80.   55.    0.5   0.3   0.15
   420.631    1.6   1.5   1.5  80.   85.   65.    0.5   0.35  0.2 
   420.741    1.65  1.4   1.6  80.   80.   55.    0.5   0.35  0.3 
   420.810    1.65  1.6   1.6  80.   80.   65.    0.5   0.35  0.2 
   420.971    1.6   1.6   1.5  85.   80.   60.    0.5   0.25  0.2 
   421.014    1.65  1.4   1.5  75.   80.   60.    0.5   0.15  0.15
   421.147    1.6  1.5  1.6 75.  75.  65.   0.5  0.2  0.3
   421.196    1.6   1.4   1.6  80.   85.   60.    0.5   0.2   0.15
   421.231    1.7  1.5  1.4 80.  80.  55.   0.5  0.2  0.2
   421.237    1.7   1.4   1.4  85.   75.   60.    0.5   0.2   0.15
   421.239    1.65  1.4   1.6  85.   85.   55.    0.5   0.35  0.25
   421.375    1.7   1.6   1.4  80.   75.   65.    0.5   0.35  0.15
   421.409    1.65  1.4   1.5  85.   80.   60.    0.5   0.15  0.2 
   421.469    1.6   1.6   1.6  80.   80.   65.    0.5   0.25  0.35
   421.538    1.65  1.6   1.4  85.   75.   55.    0.5   0.25  0.15
   421.638    1.6   1.4   1.6  85.   75.   55.    0.5   0.25  0.2 
   421.653    1.65  1.5   1.5  80.   75.   65.    0.5   0.25  0.15
   421.735    1.65  1.4   1.4  80.   85.   60.    0.5   0.2   0.25
   421.741    1.65  1.4   1.6  80.   80.   65.    0.5   0.15  0.35
   421.789    1.7   1.6   1.4  80.   80.   55.    0.5   0.35  0.15
   421.868    1.6   1.5   1.5  80.   75.   60.    0.5   0.35  0.35
   421.884    1.6  1.5  1.6 85.  75.  55.   0.5  0.2  0.2
   421.889    1.6   1.6   1.6  85.   80.   65.    0.5   0.3   0.25
   421.979    1.7   1.5   1.6  85.   75.   65.    0.5   0.25  0.2 
   422.071    1.6   1.5   1.6  85.   85.   55.    0.5   0.35  0.2 
   422.150    1.6   1.5   1.5  85.   75.   55.    0.5   0.2   0.15
   422.232    1.6  1.5  1.5 80.  85.  60.   0.5  0.3  0.2
   422.282    1.65  1.4   1.6  80.   85.   55.    0.5   0.35  0.2 
   422.359    1.65  1.4   1.6  85.   80.   60.    0.5   0.2   0.3 
   422.427    1.7   1.6   1.4  85.   75.   60.    0.5   0.25  0.15
   422.490    1.65  1.5   1.5  80.   85.   60.    0.5   0.15  0.25
   422.507    1.7   1.5   1.4  85.   85.   65.    0.5   0.35  0.3 
   422.509    1.6   1.4   1.5  80.   80.   55.    0.5   0.15  0.15
   422.679    1.7   1.4   1.5  80.   80.   65.    0.5   0.25  0.35
   422.693    1.6   1.4   1.4  85.   85.   60.    0.5   0.25  0.2 
   422.732    1.6   1.4   1.5  80.   75.   55.    0.5   0.35  0.3 
   422.751    1.6   1.4   1.6  85.   75.   55.    0.5   0.3   0.35
   422.994    1.7   1.6   1.5  75.   85.   65.    0.5   0.35  0.35
   422.995    1.7   1.4   1.5  75.   85.   65.    0.5   0.15  0.25
   422.998    1.7   1.6   1.4  80.   75.   65.    0.5   0.35  0.2 
   423.179    1.6   1.4   1.5  75.   85.   65.    0.5   0.2   0.25
   423.250    1.6   1.5   1.4  85.   80.   55.    0.5   0.35  0.25
   423.299    1.65  1.5   1.6  85.   85.   60.    0.5   0.15  0.35
   423.365    1.7   1.4   1.6  80.   80.   55.    0.5   0.2   0.35
   423.444    1.6   1.4   1.6  80.   85.   60.    0.5   0.15  0.25
   423.472    1.6   1.6   1.5  80.   80.   55.    0.5   0.3   0.15
   423.483    1.6   1.6   1.6  75.   80.   60.    0.5   0.3   0.25
   423.669    1.6   1.5   1.6  80.   80.   55.    0.5   0.2   0.35
   423.826    1.7   1.4   1.5  85.   85.   60.    0.5   0.25  0.15
   423.938    1.6   1.6   1.5  85.   80.   65.    0.5   0.25  0.2 
   423.962    1.7   1.5   1.5  75.   75.   65.    0.5   0.35  0.3 
   424.144    1.65  1.4   1.5  80.   80.   60.    0.5   0.15  0.3 
   424.171    1.6  1.5  1.5 80.  85.  60.   0.5  0.2  0.2
   424.467    1.6   1.6   1.5  75.   80.   60.    0.5   0.25  0.2 
   424.556    1.7   1.6   1.4  85.   75.   60.    0.5   0.35  0.2 
   424.572    1.65  1.6   1.5  80.   85.   65.    0.5   0.15  0.3 
   424.582    1.7   1.6   1.5  80.   85.   65.    0.5   0.35  0.15
   424.723    1.6   1.4   1.6  80.   80.   60.    0.5   0.15  0.35
   424.737    1.65  1.5   1.6  75.   85.   65.    0.5   0.15  0.3 
   424.743    1.65  1.4   1.6  75.   75.   65.    0.5   0.25  0.2 
   424.745    1.6   1.6   1.6  75.   80.   65.    0.5   0.2   0.35
   424.821    1.6   1.5   1.5  75.   75.   65.    0.5   0.35  0.25
   424.855    1.7  1.5  1.5 85.  80.  65.   0.5  0.3  0.2
   424.961    1.7   1.4   1.5  85.   80.   60.    0.5   0.15  0.25
   425.305    1.6   1.6   1.6  85.   75.   55.    0.5   0.25  0.2 
   425.324    1.6   1.4   1.4  75.   85.   65.    0.5   0.25  0.25
   425.371    1.7   1.6   1.5  80.   85.   60.    0.5   0.35  0.3 
   425.378    1.6   1.5   1.5  80.   80.   60.    0.5   0.35  0.15
   425.405    1.7   1.4   1.5  85.   85.   55.    0.5   0.3   0.15
   425.496    1.7   1.6   1.4  75.   85.   65.    0.5   0.25  0.2 
   425.531    1.7   1.4   1.4  85.   75.   60.    0.5   0.2   0.25
   425.730    1.7  1.4  1.5 75.  85.  65.   0.5  0.2  0.3
   425.749    1.65  1.5   1.5  85.   75.   55.    0.5   0.35  0.3 
   425.837    1.65  1.5   1.6  85.   85.   65.    0.5   0.3   0.25
   425.881    1.65  1.6   1.5  85.   80.   65.    0.5   0.25  0.2 
   425.944    1.7  1.4  1.5 85.  75.  60.   0.5  0.2  0.2
   425.971    1.7   1.5   1.4  75.   85.   65.    0.5   0.15  0.2 
   426.006    1.65  1.4   1.6  85.   75.   60.    0.5   0.2   0.2 
   426.109    1.6   1.6   1.4  80.   75.   55.    0.5   0.2   0.15
   426.179    1.65  1.4   1.4  75.   80.   60.    0.5   0.2   0.2 
   426.223    1.6   1.6   1.5  75.   80.   60.    0.5   0.25  0.3 
   426.240    1.7   1.4   1.4  85.   80.   60.    0.5   0.15  0.2 
   426.264    1.6   1.5   1.5  85.   85.   55.    0.5   0.35  0.25
   426.269    1.6   1.5   1.4  85.   80.   60.    0.5   0.3   0.15
   426.278    1.6   1.5   1.4  80.   85.   60.    0.5   0.3   0.15
   426.361    1.6   1.6   1.4  80.   85.   60.    0.5   0.35  0.15
   426.418    1.6   1.5   1.4  80.   80.   65.    0.5   0.3   0.35
   426.582    1.6   1.5   1.4  80.   75.   65.    0.5   0.2   0.15
   426.600    1.6   1.6   1.6  80.   85.   60.    0.5   0.3   0.25
