#T(K)  # Magnetic Field (Tesla), Moment (muB/mol),
40.0   4.18006	2.13377
40.0   4.31069	2.18913
40.0   4.44131	2.24384
40.0   4.57194	2.29779
40.0   4.70257	2.35062
40.0   4.83319	2.40258
40.0   4.96382	2.45383
40.0   5.09445	2.50415
40.0   5.22507	2.55386
40.0   5.3557	2.60264
40.0   5.48632	2.65064
40.0   5.61695	2.69746
40.0   5.74758	2.74367
40.0   5.8782	2.78928
40.0   6.00883	2.8445
40.0   6.13946	2.87533
40.0   6.27008	2.92143
40.0   6.40071	2.96335
40.0   6.53134	3.00514
40.0   6.66196	3.04575
40.0   6.79259	3.08553
40.0   6.92322	3.1245
40.0   7.05384	3.16317
40.0   7.18447	3.20078
40.0   7.3151	3.23756
40.0   7.44572	3.27406
40.0   7.57635	3.31542
40.0   7.70698	3.34345
40.0   7.8376	3.37778
40.0   7.96823	3.41133
40.0   8.09886	3.44399
40.0   8.22948	3.47627
40.0   8.36011	3.5081
40.0   8.49074	3.5391
40.0   8.62136	3.56947
40.0   8.75199	3.59896
40.0   8.88262	3.62868
40.0   9.01324	3.65717
40.0   9.14387	3.69385
40.0   9.2745	3.71313
40.0   9.40512	3.74065
40.0   9.53575	3.76728
40.0   9.66638	3.7933
40.0   9.797	3.81905
40.0   9.92763	3.844
40.0   10.05826	3.86848
40.0   10.18888	3.8927
40.0   10.31951	3.91623
40.0   10.45014	3.93935
40.0   10.58076	3.96219
40.0   10.71139	3.98431
40.0   10.84202	4.00641
40.0   10.97264	4.0279
40.0   11.10327	4.04899
40.0   11.2339	4.06958
40.0   11.36452	4.08991
40.0   11.49515	4.10989
40.0   11.62578	4.12934
40.0   11.7564	4.14874
40.0   11.88703	4.16771
40.0   12.01766	4.18609
40.0   12.14828	4.20437
40.0   12.27891	4.22754
40.0   12.40954	4.23956
40.0   12.54016	4.26221
40.0   12.67079	4.27305
40.0   12.80142	4.28974
40.0   12.93204	4.3061
40.0   13.06267	4.32225
40.0   13.1933	4.33802
40.0   13.32392	4.3537
40.0   13.45455	4.36912
40.0   13.58517	4.38407
40.0   13.7158	4.3991
40.0   13.84643	4.41349
40.0   13.97705	4.42776
